Model,Brand,purchase_place,Year_of_manufacture,total_cars,percentage_by_model,percentage_by_place,percentage_of_total,avg_mileage
City,Maruti,"HSR Layout",2012,2,0.03,0.03,0.00,75268.00
City,Maruti,"HSR Layout",2012,4,0.06,0.06,0.01,52403.50
City,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,32848.00
City,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,46023.00
Creta,Maruti,"HSR Layout",2012,3,0.05,0.05,0.00,84523.00
Harrier,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,124765.00
Harrier,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,31924.00
i20,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,103476.00
i20,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,50586.00
Innova,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,67690.00
Nexon,Maruti,"HSR Layout",2012,2,0.03,0.03,0.00,62736.50
Seltos,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,52629.00
Seltos,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,54233.00
Swift,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,69864.00
Swift,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,72657.00
Thar,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,77929.00
Baleno,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,74049.00
Baleno,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,87590.00
City,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,53245.00
City,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,81840.00
Creta,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,72834.00
Creta,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,47365.00
Creta,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,41783.00
Creta,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,98375.00
Harrier,Maruti,Indiranagar,2012,2,0.03,0.03,0.00,76879.00
Harrier,Maruti,Indiranagar,2012,2,0.03,0.03,0.00,50717.00
i20,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,82591.00
Innova,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,82894.00
Innova,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,81666.00
Innova,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,45397.00
Innova,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,70346.00
Nexon,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,75402.00
Seltos,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,47453.00
Thar,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,71194.00
Thar,Maruti,Indiranagar,2012,3,0.05,0.05,0.00,77246.00
Thar,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,62326.00
Thar,Maruti,Indiranagar,2012,1,0.02,0.02,0.00,76438.00
Baleno,Maruti,Jayanagar,2012,2,0.03,0.03,0.00,52232.50
Baleno,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,57375.00
Baleno,Maruti,Jayanagar,2012,3,0.05,0.05,0.00,84093.00
City,Maruti,Jayanagar,2012,3,0.05,0.05,0.00,60644.00
City,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,27568.00
Harrier,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,62721.00
Harrier,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,51256.00
Harrier,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,71370.00
Harrier,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,83409.00
Harrier,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,67769.00
Harrier,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,100024.00
i20,Maruti,Jayanagar,2012,2,0.03,0.03,0.00,58236.50
i20,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,55982.00
i20,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,49152.00
i20,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,70822.00
Innova,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,65271.00
Innova,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,68508.00
Innova,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,80450.00
Nexon,Maruti,Jayanagar,2012,2,0.03,0.03,0.00,41629.00
Nexon,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,123829.00
Nexon,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,71948.00
Seltos,Maruti,Jayanagar,2012,3,0.05,0.05,0.00,59725.00
Swift,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,37284.00
Thar,Maruti,Jayanagar,2012,2,0.03,0.03,0.00,95849.00
Thar,Maruti,Jayanagar,2012,1,0.02,0.02,0.00,102733.00
Baleno,Maruti,Koramangala,2012,1,0.02,0.02,0.00,58640.00
Baleno,Maruti,Koramangala,2012,1,0.02,0.02,0.00,42721.00
Baleno,Maruti,Koramangala,2012,1,0.02,0.02,0.00,75974.00
Baleno,Maruti,Koramangala,2012,2,0.03,0.03,0.00,35248.00
Baleno,Maruti,Koramangala,2012,1,0.02,0.02,0.00,88379.00
Creta,Maruti,Koramangala,2012,1,0.02,0.02,0.00,69995.00
Creta,Maruti,Koramangala,2012,1,0.02,0.02,0.00,85783.00
Creta,Maruti,Koramangala,2012,1,0.02,0.02,0.00,91966.00
Harrier,Maruti,Koramangala,2012,2,0.03,0.03,0.00,37500.00
Harrier,Maruti,Koramangala,2012,1,0.02,0.02,0.00,69735.00
i20,Maruti,Koramangala,2012,2,0.03,0.03,0.00,53970.50
Innova,Maruti,Koramangala,2012,1,0.02,0.02,0.00,62618.00
Nexon,Maruti,Koramangala,2012,1,0.02,0.02,0.00,91011.00
Seltos,Maruti,Koramangala,2012,1,0.02,0.02,0.00,77199.00
Seltos,Maruti,Koramangala,2012,1,0.02,0.02,0.00,77708.00
Seltos,Maruti,Koramangala,2012,1,0.02,0.02,0.00,54005.00
Swift,Maruti,Koramangala,2012,1,0.02,0.02,0.00,84480.00
Thar,Maruti,Koramangala,2012,3,0.05,0.05,0.00,50267.00
Thar,Maruti,Koramangala,2012,1,0.02,0.02,0.00,54440.00
Thar,Maruti,Koramangala,2012,1,0.02,0.02,0.00,69573.00
Baleno,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,58413.00
Baleno,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,58145.00
Baleno,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,65003.00
City,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,93245.00
City,Maruti,Malleswaram,2012,2,0.03,0.03,0.00,91496.50
City,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,62974.00
City,Maruti,Malleswaram,2012,4,0.06,0.06,0.01,90234.75
Creta,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,56112.00
Harrier,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,63371.00
i20,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,78808.00
i20,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,59536.00
Innova,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,68607.00
Innova,Maruti,Malleswaram,2012,3,0.05,0.05,0.00,70309.00
Nexon,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,51306.00
Seltos,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,59699.00
Seltos,Maruti,Malleswaram,2012,2,0.03,0.03,0.00,86750.50
Swift,Maruti,Malleswaram,2012,3,0.05,0.05,0.00,78406.00
Thar,Maruti,Malleswaram,2012,1,0.02,0.02,0.00,60313.00
Thar,Maruti,Malleswaram,2012,2,0.03,0.03,0.00,66652.50
Thar,Maruti,Malleswaram,2012,2,0.03,0.03,0.00,20385.00
Baleno,Maruti,Rajajinagar,2012,2,0.03,0.03,0.00,66614.00
City,Maruti,Rajajinagar,2012,2,0.03,0.03,0.00,63449.50
City,Maruti,Rajajinagar,2012,2,0.03,0.03,0.00,70269.00
City,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,82536.00
Creta,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,35638.00
Creta,Maruti,Rajajinagar,2012,2,0.03,0.03,0.00,40387.00
Harrier,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,45306.00
i20,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,103433.00
Innova,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,22821.00
Innova,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,38461.00
Innova,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,98842.00
Nexon,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,83267.00
Nexon,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,82071.00
Seltos,Maruti,Rajajinagar,2012,3,0.05,0.05,0.00,60225.33
Seltos,Maruti,Rajajinagar,2012,2,0.03,0.03,0.00,69171.00
Swift,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,87763.00
Thar,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,78684.00
Thar,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,35136.00
Thar,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,59299.00
Thar,Maruti,Rajajinagar,2012,1,0.02,0.02,0.00,63471.00
Baleno,Maruti,Whitefield,2012,1,0.02,0.02,0.00,102977.00
Baleno,Maruti,Whitefield,2012,1,0.02,0.02,0.00,72485.00
City,Maruti,Whitefield,2012,1,0.02,0.02,0.00,72146.00
Creta,Maruti,Whitefield,2012,1,0.02,0.02,0.00,102318.00
Harrier,Maruti,Whitefield,2012,3,0.05,0.05,0.00,54872.00
Harrier,Maruti,Whitefield,2012,1,0.02,0.02,0.00,72660.00
i20,Maruti,Whitefield,2012,1,0.02,0.02,0.00,28386.00
i20,Maruti,Whitefield,2012,1,0.02,0.02,0.00,43444.00
Innova,Maruti,Whitefield,2012,1,0.02,0.02,0.00,44509.00
Nexon,Maruti,Whitefield,2012,1,0.02,0.02,0.00,69917.00
Seltos,Maruti,Whitefield,2012,1,0.02,0.02,0.00,88354.00
Seltos,Maruti,Whitefield,2012,1,0.02,0.02,0.00,54418.00
Seltos,Maruti,Whitefield,2012,1,0.02,0.02,0.00,62648.00
Thar,Maruti,Whitefield,2012,1,0.02,0.02,0.00,52319.00
Baleno,Maruti,Yelahanka,2012,3,0.05,0.05,0.00,61838.00
Baleno,Maruti,Yelahanka,2012,2,0.03,0.03,0.00,80919.50
City,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,58615.00
City,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,49271.00
Creta,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,60635.00
Creta,Maruti,Yelahanka,2012,2,0.03,0.03,0.00,69013.50
Creta,Maruti,Yelahanka,2012,2,0.03,0.03,0.00,52294.00
Creta,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,35651.00
Harrier,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,48168.00
i20,Maruti,Yelahanka,2012,2,0.03,0.03,0.00,49954.50
i20,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,61165.00
Innova,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,34338.00
Nexon,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,58655.00
Nexon,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,68825.00
Seltos,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,56130.00
Swift,Maruti,Yelahanka,2012,6,0.10,0.09,0.01,55060.00
Swift,Maruti,Yelahanka,2012,3,0.05,0.05,0.00,83752.00
Swift,Maruti,Yelahanka,2012,3,0.05,0.05,0.00,50971.00
Thar,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,87327.00
Thar,Maruti,Yelahanka,2012,3,0.05,0.05,0.00,103578.00
Thar,Maruti,Yelahanka,2012,1,0.02,0.02,0.00,52406.00
Baleno,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,67631.00
City,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,52161.00
Creta,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,99730.00
Creta,Tata,Basavanagudi,2012,2,0.03,0.03,0.00,69015.00
Creta,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,63823.00
Creta,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,69927.00
i20,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,46509.00
i20,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,71302.00
i20,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,100568.00
Innova,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,63298.00
Innova,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,89691.00
Nexon,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,40665.00
Nexon,Tata,Basavanagudi,2012,3,0.05,0.05,0.00,32124.00
Nexon,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,42811.00
Seltos,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,55624.00
Swift,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,56911.00
Thar,Tata,Basavanagudi,2012,1,0.02,0.02,0.00,105004.00
Baleno,Tata,Hebbal,2012,1,0.02,0.02,0.00,70483.00
City,Tata,Hebbal,2012,1,0.02,0.02,0.00,55906.00
City,Tata,Hebbal,2012,1,0.02,0.02,0.00,87005.00
Creta,Tata,Hebbal,2012,1,0.02,0.02,0.00,37102.00
i20,Tata,Hebbal,2012,1,0.02,0.02,0.00,66174.00
i20,Tata,Hebbal,2012,1,0.02,0.02,0.00,80844.00
Nexon,Tata,Hebbal,2012,1,0.02,0.02,0.00,73872.00
Seltos,Tata,Hebbal,2012,1,0.02,0.02,0.00,72908.00
Seltos,Tata,Hebbal,2012,1,0.02,0.02,0.00,96872.00
Seltos,Tata,Hebbal,2012,1,0.02,0.02,0.00,88672.00
Swift,Tata,Hebbal,2012,1,0.02,0.02,0.00,105118.00
Thar,Tata,Hebbal,2012,1,0.02,0.02,0.00,61169.00
Thar,Tata,Hebbal,2012,1,0.02,0.02,0.00,90390.00
Thar,Tata,Hebbal,2012,1,0.02,0.02,0.00,61979.00
Thar,Tata,Hebbal,2012,1,0.02,0.02,0.00,74836.00
Thar,Tata,Hebbal,2012,1,0.02,0.02,0.00,55910.00
Baleno,Tata,"HSR Layout",2012,3,0.05,0.05,0.00,97630.00
Baleno,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,72989.00
Baleno,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,85198.00
City,Tata,"HSR Layout",2012,3,0.05,0.05,0.00,56403.00
Creta,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,64638.00
Harrier,Tata,"HSR Layout",2012,3,0.05,0.05,0.00,29062.00
Harrier,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,66738.00
i20,Tata,"HSR Layout",2012,2,0.03,0.03,0.00,67237.50
Innova,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,108327.00
Innova,Tata,"HSR Layout",2012,3,0.05,0.05,0.00,78012.00
Nexon,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,85978.00
Seltos,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,75335.00
Seltos,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,57935.00
Seltos,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,83778.00
Swift,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,68160.00
Swift,Tata,"HSR Layout",2012,3,0.05,0.05,0.00,91325.00
Thar,Tata,"HSR Layout",2012,1,0.02,0.02,0.00,71922.00
Baleno,Tata,Indiranagar,2012,3,0.05,0.05,0.00,24006.00
City,Tata,Indiranagar,2012,2,0.03,0.03,0.00,41178.50
City,Tata,Indiranagar,2012,1,0.02,0.02,0.00,81431.00
City,Tata,Indiranagar,2012,5,0.08,0.08,0.01,69921.60
Creta,Tata,Indiranagar,2012,1,0.02,0.02,0.00,59989.00
Creta,Tata,Indiranagar,2012,1,0.02,0.02,0.00,63431.00
Harrier,Tata,Indiranagar,2012,1,0.02,0.02,0.00,53566.00
Harrier,Tata,Indiranagar,2012,1,0.02,0.02,0.00,62480.00
Harrier,Tata,Indiranagar,2012,1,0.02,0.02,0.00,35959.00
i20,Tata,Indiranagar,2012,1,0.02,0.02,0.00,93662.00
i20,Tata,Indiranagar,2012,1,0.02,0.02,0.00,104427.00
Innova,Tata,Indiranagar,2012,1,0.02,0.02,0.00,96070.00
Innova,Tata,Indiranagar,2012,1,0.02,0.02,0.00,108037.00
Innova,Tata,Indiranagar,2012,1,0.02,0.02,0.00,68781.00
Innova,Tata,Indiranagar,2012,1,0.02,0.02,0.00,93409.00
Nexon,Tata,Indiranagar,2012,1,0.02,0.02,0.00,31398.00
Nexon,Tata,Indiranagar,2012,1,0.02,0.02,0.00,32400.00
Seltos,Tata,Indiranagar,2012,1,0.02,0.02,0.00,66667.00
Swift,Tata,Indiranagar,2012,3,0.05,0.05,0.00,28008.00
Thar,Tata,Indiranagar,2012,1,0.02,0.02,0.00,51348.00
Baleno,Tata,Jayanagar,2012,1,0.02,0.02,0.00,74730.00
City,Tata,Jayanagar,2012,1,0.02,0.02,0.00,59863.00
Creta,Tata,Jayanagar,2012,1,0.02,0.02,0.00,60195.00
Creta,Tata,Jayanagar,2012,1,0.02,0.02,0.00,55019.00
Creta,Tata,Jayanagar,2012,1,0.02,0.02,0.00,64897.00
Harrier,Tata,Jayanagar,2012,1,0.02,0.02,0.00,79589.00
Harrier,Tata,Jayanagar,2012,1,0.02,0.02,0.00,84308.00
i20,Tata,Jayanagar,2012,3,0.05,0.05,0.00,73005.00
Innova,Tata,Jayanagar,2012,1,0.02,0.02,0.00,78530.00
Innova,Tata,Jayanagar,2012,3,0.05,0.05,0.00,102514.00
Innova,Tata,Jayanagar,2012,1,0.02,0.02,0.00,76938.00
Nexon,Tata,Jayanagar,2012,1,0.02,0.02,0.00,114050.00
Nexon,Tata,Jayanagar,2012,3,0.05,0.05,0.00,39923.00
Seltos,Tata,Jayanagar,2012,5,0.08,0.08,0.01,71383.00
Seltos,Tata,Jayanagar,2012,1,0.02,0.02,0.00,79568.00
Seltos,Tata,Jayanagar,2012,2,0.03,0.03,0.00,65508.50
Seltos,Tata,Jayanagar,2012,3,0.05,0.05,0.00,100268.00
Swift,Tata,Jayanagar,2012,1,0.02,0.02,0.00,70833.00
Thar,Tata,Jayanagar,2012,1,0.02,0.02,0.00,47732.00
Thar,Tata,Jayanagar,2012,1,0.02,0.02,0.00,79574.00
Baleno,Tata,Koramangala,2012,1,0.02,0.02,0.00,65678.00
Baleno,Tata,Koramangala,2012,1,0.02,0.02,0.00,75563.00
Baleno,Tata,Koramangala,2012,4,0.06,0.06,0.01,91183.75
City,Tata,Koramangala,2012,1,0.02,0.02,0.00,61621.00
Creta,Tata,Koramangala,2012,1,0.02,0.02,0.00,62160.00
Harrier,Tata,Koramangala,2012,3,0.05,0.05,0.00,52525.00
Harrier,Tata,Koramangala,2012,1,0.02,0.02,0.00,41455.00
Harrier,Tata,Koramangala,2012,1,0.02,0.02,0.00,76025.00
i20,Tata,Koramangala,2012,1,0.02,0.02,0.00,35159.00
Innova,Tata,Koramangala,2012,1,0.02,0.02,0.00,77561.00
Innova,Tata,Koramangala,2012,1,0.02,0.02,0.00,37843.00
Nexon,Tata,Koramangala,2012,1,0.02,0.02,0.00,57595.00
Nexon,Tata,Koramangala,2012,1,0.02,0.02,0.00,109780.00
Nexon,Tata,Koramangala,2012,2,0.03,0.03,0.00,47722.00
Seltos,Tata,Koramangala,2012,2,0.03,0.03,0.00,78051.00
Seltos,Tata,Koramangala,2012,3,0.05,0.05,0.00,37123.00
Seltos,Tata,Koramangala,2012,4,0.06,0.06,0.01,65365.50
Seltos,Tata,Koramangala,2012,1,0.02,0.02,0.00,68319.00
Swift,Tata,Koramangala,2012,1,0.02,0.02,0.00,48054.00
Thar,Tata,Koramangala,2012,1,0.02,0.02,0.00,76146.00
Baleno,Tata,Malleswaram,2012,1,0.02,0.02,0.00,85942.00
Baleno,Tata,Malleswaram,2012,1,0.02,0.02,0.00,30546.00
City,Tata,Malleswaram,2012,1,0.02,0.02,0.00,89275.00
Creta,Tata,Malleswaram,2012,1,0.02,0.02,0.00,70812.00
Creta,Tata,Malleswaram,2012,1,0.02,0.02,0.00,63997.00
Creta,Tata,Malleswaram,2012,1,0.02,0.02,0.00,35078.00
i20,Tata,Malleswaram,2012,1,0.02,0.02,0.00,43219.00
i20,Tata,Malleswaram,2012,2,0.03,0.03,0.00,66840.00
Innova,Tata,Malleswaram,2012,1,0.02,0.02,0.00,94763.00
Innova,Tata,Malleswaram,2012,2,0.03,0.03,0.00,51013.50
Innova,Tata,Malleswaram,2012,1,0.02,0.02,0.00,27898.00
Nexon,Tata,Malleswaram,2012,1,0.02,0.02,0.00,84504.00
Nexon,Tata,Malleswaram,2012,3,0.05,0.05,0.00,10429.00
Nexon,Tata,Malleswaram,2012,1,0.02,0.02,0.00,84714.00
Seltos,Tata,Malleswaram,2012,1,0.02,0.02,0.00,88201.00
Seltos,Tata,Malleswaram,2012,3,0.05,0.05,0.00,81555.33
Swift,Tata,Malleswaram,2012,1,0.02,0.02,0.00,52102.00
Swift,Tata,Malleswaram,2012,1,0.02,0.02,0.00,92295.00
Thar,Tata,Malleswaram,2012,3,0.05,0.05,0.00,62731.00
Thar,Tata,Malleswaram,2012,3,0.05,0.05,0.00,94338.00
Baleno,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,79330.00
Baleno,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,99094.00
City,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,101607.00
City,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,58129.00
Creta,Tata,Rajajinagar,2012,3,0.05,0.05,0.00,70468.00
Creta,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,65035.00
Harrier,Tata,Rajajinagar,2012,3,0.05,0.05,0.00,90761.00
Harrier,Tata,Rajajinagar,2012,2,0.03,0.03,0.00,53713.50
Harrier,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,68339.00
i20,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,85654.00
i20,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,32823.00
i20,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,79017.00
i20,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,97870.00
Seltos,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,106158.00
Seltos,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,70782.00
Seltos,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,31928.00
Swift,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,79205.00
Swift,Tata,Rajajinagar,2012,1,0.02,0.02,0.00,102684.00
Baleno,Tata,Whitefield,2012,1,0.02,0.02,0.00,86919.00
Baleno,Tata,Whitefield,2012,1,0.02,0.02,0.00,42863.00
City,Tata,Whitefield,2012,1,0.02,0.02,0.00,52731.00
City,Tata,Whitefield,2012,1,0.02,0.02,0.00,85507.00
City,Tata,Whitefield,2012,1,0.02,0.02,0.00,28777.00
City,Tata,Whitefield,2012,1,0.02,0.02,0.00,59358.00
Creta,Tata,Whitefield,2012,1,0.02,0.02,0.00,44098.00
Creta,Tata,Whitefield,2012,4,0.06,0.06,0.01,93990.00
Harrier,Tata,Whitefield,2012,1,0.02,0.02,0.00,45859.00
Harrier,Tata,Whitefield,2012,2,0.03,0.03,0.00,84488.50
i20,Tata,Whitefield,2012,2,0.03,0.03,0.00,49712.00
Innova,Tata,Whitefield,2012,3,0.05,0.05,0.00,84859.00
Innova,Tata,Whitefield,2012,3,0.05,0.05,0.00,69915.00
Innova,Tata,Whitefield,2012,1,0.02,0.02,0.00,28450.00
Nexon,Tata,Whitefield,2012,1,0.02,0.02,0.00,84123.00
Nexon,Tata,Whitefield,2012,1,0.02,0.02,0.00,65174.00
Seltos,Tata,Whitefield,2012,1,0.02,0.02,0.00,74819.00
Seltos,Tata,Whitefield,2012,1,0.02,0.02,0.00,67773.00
Swift,Tata,Whitefield,2012,1,0.02,0.02,0.00,82664.00
Thar,Tata,Whitefield,2012,1,0.02,0.02,0.00,40770.00
Thar,Tata,Whitefield,2012,1,0.02,0.02,0.00,19802.00
Thar,Tata,Whitefield,2012,1,0.02,0.02,0.00,40554.00
Thar,Tata,Whitefield,2012,3,0.05,0.05,0.00,81854.00
Baleno,Tata,Yelahanka,2012,1,0.02,0.02,0.00,72539.00
Baleno,Tata,Yelahanka,2012,2,0.03,0.03,0.00,63027.50
Baleno,Tata,Yelahanka,2012,1,0.02,0.02,0.00,60578.00
Baleno,Tata,Yelahanka,2012,1,0.02,0.02,0.00,41652.00
City,Tata,Yelahanka,2012,1,0.02,0.02,0.00,48201.00
City,Tata,Yelahanka,2012,1,0.02,0.02,0.00,41135.00
City,Tata,Yelahanka,2012,1,0.02,0.02,0.00,41894.00
Creta,Tata,Yelahanka,2012,1,0.02,0.02,0.00,76665.00
Harrier,Tata,Yelahanka,2012,1,0.02,0.02,0.00,111490.00
Harrier,Tata,Yelahanka,2012,1,0.02,0.02,0.00,55080.00
Innova,Tata,Yelahanka,2012,1,0.02,0.02,0.00,56595.00
Innova,Tata,Yelahanka,2012,1,0.02,0.02,0.00,71991.00
Nexon,Tata,Yelahanka,2012,1,0.02,0.02,0.00,73029.00
Nexon,Tata,Yelahanka,2012,1,0.02,0.02,0.00,83194.00
Swift,Tata,Yelahanka,2012,2,0.03,0.03,0.00,82618.50
Thar,Tata,Yelahanka,2012,1,0.02,0.02,0.00,39021.00
Thar,Tata,Yelahanka,2012,1,0.02,0.02,0.00,99469.00
Baleno,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,92404.00
City,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,60575.00
City,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,39035.00
Creta,Toyota,Basavanagudi,2012,3,0.05,0.05,0.00,73470.00
Creta,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,110646.00
Creta,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,74011.00
Creta,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,59092.00
Harrier,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,84568.00
Harrier,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,26407.00
i20,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,104198.00
Innova,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,64659.00
Nexon,Toyota,Basavanagudi,2012,2,0.03,0.03,0.00,75232.00
Nexon,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,80571.00
Seltos,Toyota,Basavanagudi,2012,2,0.03,0.03,0.00,43792.50
Seltos,Toyota,Basavanagudi,2012,2,0.03,0.03,0.00,82756.00
Swift,Toyota,Basavanagudi,2012,2,0.03,0.03,0.00,56997.00
Thar,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,78660.00
Thar,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,70504.00
Thar,Toyota,Basavanagudi,2012,1,0.02,0.02,0.00,52101.00
Baleno,Toyota,Hebbal,2012,1,0.02,0.02,0.00,65479.00
Baleno,Toyota,Hebbal,2012,1,0.02,0.02,0.00,29076.00
Creta,Toyota,Hebbal,2012,1,0.02,0.02,0.00,51843.00
Creta,Toyota,Hebbal,2012,1,0.02,0.02,0.00,87579.00
Harrier,Toyota,Hebbal,2012,4,0.06,0.06,0.01,85740.00
Harrier,Toyota,Hebbal,2012,1,0.02,0.02,0.00,85551.00
